idbestellungen;kunden_idkunden;DATUM;AUSGELIEFERT
12832;24415;2007-05-14;1
12833;23323;2007-05-20;1
12834;21986;2007-05-31;0
12839;25982;2007-04-24;1
12840;24713;2007-04-02;1
12842;20311;2007-05-06;1
12845;20175;2007-05-16;1
12852;22626;2007-04-26;1
12853;26749;2007-05-30;0
12855;20269;2007-04-29;1
12857;23578;2007-06-16;0
12859;19072;2007-06-30;0
12861;24117;2007-04-18;1
12862;24138;2007-05-29;0
12866;26110;2007-05-25;0
12872;28384;2007-06-13;0
12875;20166;2007-06-26;0
12876;22156;2007-07-02;0
12879;25656;2007-04-18;1
12880;26420;2007-05-22;0
12881;27359;2007-06-07;0
12887;26304;2007-06-23;0
12892;26996;2007-04-05;1
12893;26691;2007-06-04;0
12894;25820;2007-04-12;1
12900;22702;2007-06-30;0
12904;28059;2007-06-23;0
12907;20462;2007-04-10;1
12909;26200;2007-05-17;1
12910;26750;2007-05-06;1
12914;21289;2007-05-10;1
12916;21433;2007-05-12;1
12917;21830;2007-05-02;1
12918;23871;2007-05-17;1
12921;28444;2007-06-11;0
12932;25248;2007-07-03;0
12935;24841;2007-07-03;0
12936;24213;2007-04-16;1
12937;24245;2007-04-24;1
12940;27808;2007-07-01;0
12941;24384;2007-05-31;0
12946;22012;2007-05-18;1
12949;24379;2007-06-04;0
12951;23002;2007-05-08;1
12952;19879;2007-04-11;1
12953;22625;2007-06-11;0
12954;19905;2007-04-24;1
12955;22896;2007-04-21;1
12956;19979;2007-06-11;0
12957;24758;2007-05-01;1
12959;24343;2007-07-08;0
12960;26492;2007-05-29;0
12964;22228;2007-04-28;1
12965;19707;2007-07-08;0
12969;25085;2007-05-16;1
12971;25826;2007-04-20;1
12972;18944;2007-06-26;0
12973;20832;2007-05-19;1
12975;18629;2007-07-03;0
12976;19847;2007-06-03;0
12981;24244;2007-05-31;0
12982;24928;2007-06-23;0
12991;28093;2007-06-25;0
12992;19232;2007-06-25;0
12997;27975;2007-05-04;1
13000;21890;2007-06-07;0
13004;18513;2007-05-05;1
13007;27684;2007-06-01;0
13012;21336;2007-04-06;1
13022;22012;2007-06-19;0
13024;20222;2007-04-24;1
13031;20509;2007-05-01;1
13033;19524;2007-04-28;1
13035;24350;2007-06-01;0
13036;21357;2007-04-05;1
13038;19364;2007-04-09;1
13039;18671;2007-05-04;1
13042;25359;2007-07-09;0
13048;21816;2007-06-25;0
13050;25328;2007-04-13;1
13052;19362;2007-04-17;1
13056;21255;2007-07-07;0
13061;20933;2007-04-11;1
13064;20187;2007-07-03;0
13068;25467;2007-06-24;0
13069;18290;2007-07-08;0
13073;18581;2007-06-24;0
13078;24872;2007-04-06;1
13080;28291;2007-06-03;0
13081;20296;2007-06-16;0
13082;18584;2007-05-27;0
13089;19683;2007-07-01;0
13091;20352;2007-04-03;1
13092;27241;2007-05-17;1
13097;22077;2007-04-17;1
13098;21183;2007-06-08;0
13099;23108;2007-04-23;1
13104;22044;2007-05-19;1
13105;23888;2007-04-18;1
13108;23388;2007-06-28;0
13109;21480;2007-04-21;1
13117;27963;2007-06-28;0
13118;25989;2007-05-28;0
13122;19556;2007-06-16;0
13129;22455;2007-06-28;0
13134;18778;2007-06-21;0
13135;23347;2007-05-30;0
13138;19306;2007-04-18;1
13140;19918;2007-07-03;0
13142;19829;2007-06-20;0
13145;19756;2007-06-22;0
13148;23449;2007-07-04;0
13152;24726;2007-05-29;0
13155;27562;2007-05-29;0
13160;21052;2007-06-08;0
13162;25489;2007-06-29;0
13165;21002;2007-05-08;1
13166;23880;2007-05-05;1
13168;22735;2007-04-18;1
13174;21841;2007-06-02;0
13176;24239;2007-05-10;1
13178;22412;2007-05-10;1
13179;24076;2007-05-23;0
13186;19220;2007-05-12;1
13189;19854;2007-04-25;1
13191;18506;2007-04-22;1
13192;26726;2007-04-20;1
13197;18897;2007-06-19;0
13199;19645;2007-04-19;1
13200;24514;2007-05-20;1
13202;20268;2007-05-02;1
13204;20758;2007-04-19;1
13205;23614;2007-06-26;0
13206;25374;2007-05-22;0
13212;18547;2007-05-14;1
13213;21530;2007-07-08;0
13216;22727;2007-06-11;0
13217;23851;2007-06-17;0
13225;20303;2007-07-01;0
13227;22218;2007-04-11;1
13228;25683;2007-04-05;1
13232;22503;2007-05-11;1
13234;28200;2007-04-05;1
13235;18296;2007-04-03;1
13236;25478;2007-06-09;0
13242;22452;2007-06-23;0
13245;25436;2007-07-06;0
13246;28596;2007-06-18;0
13250;18298;2007-04-13;1
13256;26893;2007-05-19;1
13258;25926;2007-06-30;0
13264;25904;2007-05-12;1
13265;26618;2007-05-31;0
13266;18657;2007-07-03;0
13268;21967;2007-07-05;0
13274;24436;2007-05-03;1
13275;20615;2007-06-06;0
13276;21394;2007-04-17;1
13280;20344;2007-04-15;1
13284;19794;2007-06-07;0
13285;26484;2007-04-22;1
13287;19600;2007-05-08;1
13289;18895;2007-05-24;0
13290;20040;2007-05-25;0
13296;26072;2007-04-21;1
13299;18551;2007-05-15;1
13306;22607;2007-05-04;1
13307;28066;2007-05-19;1
13309;25886;2007-05-26;0
13311;26483;2007-04-05;1
13315;21769;2007-06-16;0
13316;22657;2007-05-01;1
13319;28058;2007-04-22;1
13320;22151;2007-07-08;0
13321;27694;2007-05-28;0
13324;20935;2007-04-10;1
13325;27650;2007-06-06;0
13328;19286;2007-05-11;1
13329;18653;2007-05-24;0
13330;23180;2007-05-17;1
13333;25074;2007-05-16;1
13345;22195;2007-05-21;0
13347;24777;2007-06-10;0
13351;25064;2007-05-09;1
13354;25037;2007-05-17;1
13360;27390;2007-04-16;1
13370;20992;2007-05-26;0
13372;25502;2007-05-03;1
13373;26395;2007-06-30;0
13374;24181;2007-05-04;1
13379;27377;2007-05-30;0
13380;21959;2007-06-22;0
13385;26753;2007-04-09;1
13387;23819;2007-05-23;0
13389;25758;2007-07-01;0
13390;25587;2007-04-23;1
13391;20621;2007-05-11;1
13392;28583;2007-05-25;0
13393;24576;2007-05-09;1
13396;24896;2007-04-08;1
13397;24044;2007-05-21;0
13399;18780;2007-07-01;0
13401;28367;2007-06-20;0
13403;27728;2007-07-08;0
13404;25314;2007-06-18;0
13405;26136;2007-07-08;0
13406;28199;2007-04-07;1
13408;21680;2007-04-03;1
13410;21161;2007-05-27;0
13411;24632;2007-05-29;0
13415;18978;2007-05-18;1
13421;18897;2007-06-04;0
13430;20854;2007-06-18;0
13431;19793;2007-05-11;1
13434;19260;2007-04-26;1
13435;22229;2007-04-03;1
13436;21735;2007-04-12;1
13440;27191;2007-04-03;1
13441;25140;2007-06-26;0
13443;20750;2007-05-10;1
13447;18875;2007-06-27;0
13449;27397;2007-05-24;0
13456;22442;2007-06-16;0
13458;23454;2007-06-04;0
13459;24943;2007-06-03;0
13461;27273;2007-04-13;1
13462;25023;2007-04-25;1
13466;23635;2007-04-18;1
13467;26119;2007-04-26;1
13468;19085;2007-05-13;1
13469;21293;2007-04-29;1
13470;25881;2007-05-08;1
13481;24082;2007-04-11;1
13482;19872;2007-06-27;0
13487;20639;2007-04-08;1
13490;28424;2007-04-26;1
13491;18762;2007-06-14;0
13494;26213;2007-04-04;1
13495;28555;2007-06-30;0
13502;28428;2007-05-17;1
13505;24929;2007-04-17;1
13509;22606;2007-04-25;1
13512;23867;2007-05-20;1
13513;20136;2007-07-03;0
13520;24058;2007-04-14;1
13522;23657;2007-05-27;0
13524;21506;2007-04-04;1
13526;24096;2007-07-08;0
13527;22220;2007-04-06;1
13531;27295;2007-04-03;1
13534;25999;2007-04-24;1
13536;24291;2007-06-04;0
13541;21547;2007-06-17;0
13545;19795;2007-04-16;1
13546;23532;2007-04-27;1
13547;19553;2007-04-05;1
13550;21155;2007-06-06;0
13553;21091;2007-05-18;1
13556;20053;2007-04-03;1
13558;24167;2007-06-16;0
13559;23035;2007-05-25;0
13561;21934;2007-05-02;1
13563;25477;2007-04-29;1
13566;28497;2007-04-03;1
13567;19352;2007-06-21;0
13568;22775;2007-06-11;0
13570;20719;2007-04-29;1
13573;25203;2007-05-21;0
13574;24986;2007-06-12;0
13582;22071;2007-06-07;0
13583;22028;2007-07-05;0
13588;25344;2007-06-02;0
13589;23037;2007-06-25;0
13595;22944;2007-04-08;1
13597;20840;2007-05-13;1
13598;28563;2007-04-02;1
13599;26497;2007-05-13;1
13600;19935;2007-04-14;1
13602;25416;2007-05-04;1
13603;21681;2007-06-22;0
13608;24742;2007-06-14;0
13612;22004;2007-06-08;0
13613;22455;2007-06-28;0
13615;24928;2007-04-24;1
13616;28501;2007-06-03;0
13622;22646;2007-04-21;1
13623;28375;2007-06-25;0
13624;25776;2007-06-20;0
13626;25896;2007-06-26;0
13627;21399;2007-07-09;0
13630;19407;2007-06-17;0
13631;21751;2007-07-07;0
13633;19520;2007-05-20;1
13639;25650;2007-07-01;0
13640;22162;2007-07-03;0
13642;20212;2007-06-28;0
13643;20045;2007-06-30;0
13646;20179;2007-05-09;1
13650;23081;2007-05-14;1
13651;23963;2007-05-04;1
13653;20403;2007-05-29;0
13657;25679;2007-05-18;1
13658;24543;2007-04-03;1
13660;19332;2007-06-04;0
13662;27572;2007-05-17;1
13663;22701;2007-04-10;1
13665;24533;2007-07-09;0
13666;18289;2007-06-20;0
13671;28111;2007-06-18;0
13676;20606;2007-05-21;0
13678;22984;2007-07-07;0
13679;20697;2007-07-07;0
13685;24082;2007-05-16;1
13687;23472;2007-05-24;0
13690;26511;2007-06-05;0
13693;22320;2007-05-21;0
13697;26149;2007-06-20;0
13704;24262;2007-05-06;1
13705;23607;2007-06-05;0
13707;22740;2007-06-01;0
13709;24924;2007-06-17;0
13714;23591;2007-06-17;0
13716;24536;2007-05-30;0
13717;24235;2007-04-12;1
13719;19085;2007-05-20;1
13721;23455;2007-04-29;1
13722;22688;2007-05-03;1
13726;23627;2007-07-03;0
13727;18464;2007-06-02;0
13731;23095;2007-06-10;0
13732;25722;2007-05-03;1
13735;26576;2007-06-06;0
13741;18684;2007-06-20;0
13745;18940;2007-06-09;0
13748;27367;2007-06-12;0
13749;28031;2007-04-10;1
13754;26387;2007-05-01;1
13755;20610;2007-06-15;0
13756;23644;2007-06-26;0
13757;20705;2007-04-21;1
13758;24154;2007-06-02;0
13760;28618;2007-06-11;0
13761;21990;2007-05-29;0
13763;27810;2007-05-16;1
13765;21329;2007-05-25;0
13768;27213;2007-04-11;1
13769;25653;2007-04-13;1
13770;24603;2007-04-08;1
13775;21701;2007-06-17;0
13778;22507;2007-05-04;1
13780;27051;2007-06-20;0
13781;22989;2007-04-14;1
13782;19735;2007-06-30;0
13784;23093;2007-05-09;1
13791;18891;2007-07-03;0
13792;22300;2007-06-05;0
13793;18530;2007-04-14;1
13795;18914;2007-06-06;0
13797;18532;2007-07-08;0
13799;22820;2007-04-25;1
13801;18820;2007-04-28;1
13812;26836;2007-06-26;0
13814;19408;2007-04-10;1
13821;28472;2007-06-22;0
13824;22721;2007-05-03;1
13827;26631;2007-07-07;0
13828;18464;2007-05-11;1
13833;28325;2007-04-11;1
13836;20926;2007-05-14;1
13844;27076;2007-04-28;1
13845;18468;2007-04-14;1
13846;20693;2007-04-08;1
13848;27759;2007-04-06;1
13851;28082;2007-05-19;1
13853;24230;2007-04-12;1
13859;26354;2007-06-27;0
13860;21001;2007-04-30;1
13861;20200;2007-05-05;1
13862;18746;2007-04-29;1
13863;20344;2007-06-06;0
13865;27640;2007-04-07;1
13867;27149;2007-06-17;0
13872;27959;2007-06-20;0
13876;26070;2007-04-24;1
13877;19693;2007-05-04;1
13882;27509;2007-07-03;0
13884;28522;2007-05-30;0
13889;26154;2007-06-07;0
13890;20155;2007-06-26;0
13894;25308;2007-04-15;1
13895;25929;2007-04-27;1
13898;23576;2007-06-07;0
13899;28074;2007-04-23;1
13901;22182;2007-05-01;1
13904;22316;2007-04-15;1
13907;26769;2007-04-27;1
13911;25658;2007-05-06;1
13915;20681;2007-05-27;0
13916;21328;2007-05-11;1
13918;20460;2007-04-09;1
13919;26983;2007-04-17;1
13920;25597;2007-04-12;1
13924;19661;2007-06-09;0
13927;19954;2007-04-12;1
13928;19013;2007-05-22;0
13929;18610;2007-06-10;0
13930;21074;2007-07-02;0
13932;24754;2007-06-06;0
13935;20112;2007-06-17;0
13936;19649;2007-06-01;0
13939;24734;2007-07-08;0
13945;23135;2007-05-22;0
13948;23946;2007-06-28;0
13952;18873;2007-06-24;0
13953;25231;2007-05-22;0
13955;27260;2007-05-02;1
13958;25558;2007-06-21;0
13963;18357;2007-05-15;1
13965;24450;2007-06-07;0
13969;21223;2007-04-05;1
13973;24364;2007-04-11;1
13975;21686;2007-05-12;1
13978;19582;2007-05-18;1
13979;25164;2007-04-19;1
13981;24102;2007-05-21;0
13982;24645;2007-04-23;1
13986;25139;2007-05-17;1
13987;28161;2007-04-16;1
13989;18707;2007-06-27;0
13994;23425;2007-06-17;0
13996;24794;2007-07-05;0
13998;20392;2007-04-13;1
13999;19154;2007-04-03;1
14000;22231;2007-06-22;0
14002;20967;2007-07-06;0
14005;22838;2007-06-28;0
14007;23147;2007-06-15;0
14017;22007;2007-06-21;0
14020;27948;2007-04-22;1
14023;24616;2007-04-07;1
14026;25031;2007-05-05;1
14030;25529;2007-05-16;1
14031;22748;2007-05-27;0
14037;21922;2007-05-07;1
14039;19808;2007-07-06;0
14040;27112;2007-06-25;0
14048;26540;2007-06-17;0
14050;24676;2007-06-25;0
14053;20101;2007-05-31;0
14054;19843;2007-06-20;0
14055;20852;2007-04-30;1
14057;24989;2007-07-01;0
14058;20431;2007-05-13;1
14059;18814;2007-05-04;1
14060;26445;2007-05-26;0
14062;22208;2007-05-14;1
14065;22485;2007-05-06;1
14066;19592;2007-06-30;0
14068;26100;2007-04-30;1
14071;19515;2007-07-08;0
14075;25956;2007-05-21;0
14077;24846;2007-06-20;0
14078;22504;2007-04-10;1
14085;22743;2007-05-01;1
14087;22092;2007-05-18;1
14093;20614;2007-07-06;0
14094;22001;2007-05-12;1
14095;24101;2007-04-26;1
14097;25516;2007-04-10;1
14098;20235;2007-05-05;1
14101;20408;2007-04-12;1
14106;20207;2007-06-04;0
14107;27666;2007-06-04;0
14108;18285;2007-07-03;0
14109;22525;2007-05-02;1
14111;21013;2007-05-26;0
14119;18431;2007-07-06;0
14121;26137;2007-05-15;1
14125;24563;2007-05-24;0
14127;19240;2007-05-25;0
14128;19815;2007-04-22;1
14131;20870;2007-05-15;1
14134;18956;2007-04-13;1
14136;23906;2007-06-03;0
14138;25764;2007-05-05;1
14139;27938;2007-05-17;1
14151;26849;2007-04-12;1
14154;24959;2007-05-28;0
14158;19506;2007-04-07;1
14159;18944;2007-05-09;1
14168;24965;2007-05-20;1
14169;19980;2007-04-15;1
14170;19758;2007-05-29;0
14176;22330;2007-06-30;0
14180;20265;2007-06-13;0
14184;26920;2007-06-11;0
14185;19323;2007-04-12;1
14191;23139;2007-04-16;1
14197;20513;2007-04-02;1
14199;25379;2007-07-06;0
14200;20080;2007-04-28;1
14202;18518;2007-06-24;0
14203;20079;2007-06-04;0
14205;27702;2007-06-15;0
14209;24529;2007-04-18;1
14210;23637;2007-05-08;1
14212;21636;2007-05-26;0
14214;27317;2007-06-05;0
14216;21785;2007-05-05;1
14217;23649;2007-05-13;1
14222;27603;2007-05-19;1
14223;23340;2007-06-04;0
14224;19732;2007-06-21;0
14225;25256;2007-05-14;1
14226;21487;2007-05-12;1
14228;28103;2007-05-23;0
14230;25406;2007-04-19;1
14234;18440;2007-06-17;0
14238;25622;2007-05-10;1
14239;27856;2007-07-06;0
14243;22027;2007-06-12;0
14245;27389;2007-06-05;0
14249;28203;2007-05-23;0
14253;24677;2007-04-27;1
14254;20790;2007-05-31;0
14257;23816;2007-04-21;1
14259;19237;2007-04-21;1
14264;27760;2007-07-08;0
14265;21820;2007-05-19;1
14266;24371;2007-06-27;0
14268;19820;2007-04-24;1
14269;23107;2007-05-06;1
14270;27937;2007-04-26;1
14272;26664;2007-04-04;1
14276;25330;2007-07-09;0
14279;20981;2007-04-17;1
14280;23753;2007-06-23;0
14282;26763;2007-05-28;0
14283;28537;2007-07-09;0
14286;23590;2007-06-10;0
14288;18875;2007-05-07;1
14294;21641;2007-06-02;0
14295;26698;2007-05-17;1
14296;28467;2007-06-25;0
14298;22904;2007-06-13;0
14301;19532;2007-04-02;1
14307;21071;2007-05-05;1
14309;19524;2007-06-29;0
14314;24121;2007-05-08;1
14315;19899;2007-05-18;1
14318;22955;2007-06-21;0
14320;26868;2007-06-18;0
14322;20371;2007-04-24;1
14327;20279;2007-06-22;0
14328;21428;2007-04-25;1
14336;28241;2007-05-28;0
14338;28271;2007-06-11;0
14342;22431;2007-05-13;1
14343;27988;2007-05-18;1
14351;24873;2007-04-06;1
14352;22363;2007-06-26;0
14356;27798;2007-06-17;0
14359;19086;2007-06-09;0
14361;18982;2007-07-06;0
14362;28281;2007-04-12;1
14368;18679;2007-04-29;1
14369;19899;2007-05-25;0
14370;20296;2007-06-30;0
14371;24920;2007-04-23;1
14373;20066;2007-05-01;1
14375;24350;2007-05-13;1
14376;20853;2007-07-02;0
14377;21021;2007-06-16;0
14380;27438;2007-07-04;0
14383;19686;2007-04-10;1
14384;22000;2007-04-06;1
14387;28047;2007-06-30;0
14391;20757;2007-07-08;0
14403;19641;2007-05-01;1
14405;21041;2007-05-14;1
14406;20913;2007-07-05;0
14409;19501;2007-06-18;0
14410;24794;2007-05-22;0
14414;20286;2007-06-15;0
14425;28176;2007-07-01;0
14427;23412;2007-04-08;1
14430;21475;2007-04-18;1
14434;27687;2007-06-23;0
14435;20254;2007-04-16;1
14436;20641;2007-07-08;0
14437;18373;2007-06-09;0
14442;21017;2007-06-22;0
14443;25830;2007-04-21;1
14445;26922;2007-04-04;1
14446;18982;2007-06-29;0
14451;22917;2007-04-25;1
14453;25648;2007-04-24;1
14456;20044;2007-07-04;0
14461;26138;2007-06-28;0
14464;26663;2007-06-02;0
14465;21126;2007-05-30;0
14466;24294;2007-06-10;0
14467;25716;2007-06-28;0
14471;19871;2007-04-29;1
14472;27631;2007-04-19;1
14474;28602;2007-05-07;1
14477;18584;2007-06-06;0
14485;27196;2007-07-02;0
14486;27002;2007-04-30;1
14488;18542;2007-05-13;1
14489;24432;2007-04-11;1
14491;20381;2007-07-07;0
14493;27694;2007-05-22;0
14494;26708;2007-06-17;0
14498;27805;2007-05-28;0
14501;21904;2007-04-03;1
14502;27999;2007-04-22;1
14506;23923;2007-04-08;1
14507;23017;2007-06-28;0
14508;25683;2007-06-26;0
14510;23480;2007-05-02;1
14516;20263;2007-04-10;1
14519;28105;2007-06-09;0
14520;22762;2007-05-01;1
14524;28459;2007-05-12;1
14525;19901;2007-06-18;0
14527;28575;2007-06-07;0
14530;18364;2007-05-17;1
14532;19417;2007-04-10;1
14539;25222;2007-05-09;1
14545;27388;2007-07-02;0
14547;25317;2007-05-26;0
14548;26343;2007-04-22;1
14550;23799;2007-06-28;0
14552;25289;2007-04-25;1
14553;28337;2007-06-28;0
14555;21083;2007-06-12;0
14557;19616;2007-04-03;1
14561;23986;2007-05-11;1
14564;22835;2007-06-11;0
14572;26855;2007-05-16;1
14574;24832;2007-06-23;0
14575;18777;2007-06-29;0
14576;21756;2007-05-09;1
14587;19718;2007-04-22;1
14589;21478;2007-05-12;1
14591;24274;2007-06-24;0
14592;27958;2007-06-26;0
14596;22459;2007-05-22;0
14602;22352;2007-05-05;1
14605;20541;2007-07-02;0
14609;28045;2007-06-06;0
14610;27965;2007-05-05;1
14614;24481;2007-04-27;1
14615;27663;2007-04-18;1
14616;21753;2007-07-03;0
14618;23126;2007-07-09;0
14621;19600;2007-07-07;0
14627;24218;2007-05-18;1
14628;21895;2007-04-17;1
14630;24956;2007-05-10;1
14633;24611;2007-06-03;0
14635;26433;2007-04-18;1
14637;18587;2007-05-27;0
14638;23556;2007-07-03;0
14639;26113;2007-05-27;0
14641;21874;2007-05-05;1
14644;22151;2007-04-09;1
14655;25745;2007-06-16;0
14658;28058;2007-04-07;1
14662;22201;2007-05-25;0
14666;24127;2007-06-06;0
14669;26685;2007-04-10;1
14673;25650;2007-05-15;1
14677;21254;2007-06-21;0
14679;25199;2007-06-13;0
14680;22572;2007-06-26;0
14681;21230;2007-04-03;1
14688;22592;2007-06-26;0
14692;19167;2007-05-22;0
14693;21440;2007-07-05;0
14696;28310;2007-06-19;0
14700;20811;2007-05-17;1
14701;24513;2007-04-26;1
14710;22357;2007-07-05;0
14711;20799;2007-05-02;1
14712;24255;2007-06-20;0
14715;24012;2007-06-22;0
14719;22122;2007-05-20;1
14722;22258;2007-04-13;1
14727;19387;2007-04-04;1
14735;26696;2007-06-01;0
14738;27193;2007-05-10;1
14739;19093;2007-06-08;0
14741;22705;2007-06-01;0
14742;21530;2007-04-14;1
14744;22174;2007-04-04;1
14745;20856;2007-06-13;0
14750;20336;2007-05-06;1
14757;20012;2007-07-07;0
14758;23716;2007-05-31;0
14759;26354;2007-06-26;0
14760;27643;2007-05-01;1
14762;25555;2007-05-31;0
14764;26561;2007-04-27;1
14765;19947;2007-06-04;0
14767;19026;2007-05-17;1
14768;27108;2007-04-06;1
14772;19299;2007-04-22;1
14773;22682;2007-04-17;1
14776;20184;2007-06-01;0
14778;22820;2007-04-06;1
14779;21449;2007-05-03;1
14781;24967;2007-06-08;0
14787;26225;2007-04-27;1
14788;26126;2007-06-13;0
14789;25292;2007-05-26;0
14790;24441;2007-05-20;1
14791;22124;2007-04-02;1
14794;20087;2007-05-09;1
14795;22669;2007-05-28;0
14796;25788;2007-04-03;1
14806;19795;2007-07-09;0
14807;22434;2007-05-22;0
14808;28050;2007-06-10;0
14809;26802;2007-05-15;1
14812;25830;2007-07-03;0
14814;26342;2007-05-04;1
14817;23549;2007-06-20;0
14818;22402;2007-06-10;0
14819;20487;2007-05-30;0
14822;21538;2007-06-12;0
14826;24091;2007-04-28;1
14827;18461;2007-06-07;0
14829;21646;2007-06-16;0
14833;20593;2007-06-05;0
14838;27021;2007-06-12;0
14841;20773;2007-04-15;1
14842;26812;2007-05-26;0
14843;27962;2007-05-01;1
14846;24932;2007-04-09;1
14853;18367;2007-06-30;0
14854;25487;2007-05-10;1
14856;24775;2007-07-07;0
14862;19839;2007-06-14;0
14868;22191;2007-06-08;0
14870;24183;2007-04-07;1
14872;25165;2007-04-09;1
14877;22213;2007-05-14;1
14878;21349;2007-04-09;1
14880;20732;2007-06-17;0
14886;19750;2007-04-24;1
14888;23743;2007-04-28;1
14891;19747;2007-07-02;0
14897;20408;2007-06-01;0
14900;23434;2007-06-29;0
14901;19694;2007-06-19;0
14904;21866;2007-06-11;0
14910;18483;2007-06-13;0
14912;23311;2007-05-27;0
14914;23140;2007-05-16;1
14921;27335;2007-06-26;0
14928;28102;2007-05-12;1
14929;20624;2007-05-27;0
14931;20587;2007-05-31;0
14933;19666;2007-04-22;1
14936;23613;2007-05-21;0
14937;27561;2007-06-16;0
14938;20594;2007-04-29;1
14939;20803;2007-07-09;0
14941;19434;2007-06-19;0
14946;25074;2007-05-07;1
14950;27577;2007-05-21;0
14951;23556;2007-06-04;0
14952;19264;2007-04-29;1
14955;24736;2007-04-05;1
14960;23983;2007-05-30;0
14961;20971;2007-05-26;0
14963;20812;2007-05-14;1
14964;28575;2007-04-08;1
14965;26533;2007-04-15;1
14966;22572;2007-04-14;1
14968;27580;2007-06-08;0
14969;22102;2007-05-19;1
14974;28353;2007-05-24;0
14975;25514;2007-05-25;0
14976;25960;2007-06-25;0
14977;27271;2007-04-29;1
14978;27652;2007-04-11;1
14982;24732;2007-05-24;0
14984;21684;2007-04-07;1
14987;27870;2007-06-16;0
14990;20114;2007-04-21;1
14991;21513;2007-07-07;0
14994;25457;2007-05-11;1
14996;18582;2007-06-16;0
14999;18770;2007-06-18;0
15000;18342;2007-04-20;1
15001;21429;2007-04-03;1
15003;23820;2007-05-28;0
15010;27414;2007-04-19;1
15013;27622;2007-06-14;0
15016;24876;2007-04-03;1
15018;27766;2007-05-09;1
15020;25210;2007-06-21;0
15021;23340;2007-05-07;1
15022;26627;2007-06-08;0
15034;27186;2007-04-15;1
15041;19677;2007-05-10;1
15046;18426;2007-05-25;0
15048;22374;2007-07-01;0
15054;22198;2007-07-06;0
15055;23640;2007-06-22;0
15056;23440;2007-05-04;1
15057;21252;2007-05-16;1
15058;21831;2007-04-30;1
15059;20118;2007-06-07;0
15061;27237;2007-05-13;1
15062;26762;2007-07-08;0
15063;22105;2007-06-27;0
15066;23855;2007-06-29;0
15067;22842;2007-04-13;1
15069;22857;2007-04-05;1
15070;28314;2007-05-04;1
15071;23964;2007-04-07;1
15078;23478;2007-04-21;1
15079;21440;2007-05-30;0
15080;25434;2007-04-26;1
15081;19970;2007-05-16;1
15083;24953;2007-05-30;0
15090;20407;2007-05-14;1
15096;21552;2007-05-12;1
15097;24724;2007-06-15;0
15101;24222;2007-05-13;1
15103;28154;2007-06-27;0
15105;20577;2007-04-20;1
15106;21445;2007-06-17;0
15107;20772;2007-05-17;1
15108;25719;2007-06-24;0
15110;18491;2007-04-10;1
15112;26411;2007-04-26;1
15114;23322;2007-05-13;1
15118;21796;2007-06-26;0
15123;25528;2007-04-30;1
15127;23106;2007-04-11;1
15129;22636;2007-05-07;1
15143;27294;2007-06-19;0
15146;19547;2007-04-06;1
15148;20435;2007-06-02;0
15150;27854;2007-06-05;0
15151;19743;2007-04-03;1
15158;25704;2007-04-28;1
15161;26976;2007-06-07;0
15168;21557;2007-06-30;0
15169;22110;2007-05-30;0
15171;21073;2007-05-31;0
15172;21663;2007-06-22;0
15174;22574;2007-04-27;1
15176;18902;2007-05-09;1
15179;24654;2007-05-21;0
15180;20083;2007-07-08;0
15184;23420;2007-06-11;0
15185;21513;2007-04-02;1
15191;20968;2007-04-05;1
15192;20576;2007-06-10;0
15198;23248;2007-04-28;1
15200;23611;2007-05-08;1
15203;26963;2007-04-04;1
15206;26718;2007-04-20;1
15215;24050;2007-05-09;1
15216;24306;2007-04-21;1
15222;23102;2007-06-20;0
15223;19535;2007-04-21;1
15236;23149;2007-05-05;1
15238;25055;2007-05-21;0
15240;23433;2007-06-21;0
15242;22505;2007-06-07;0
15247;19526;2007-07-03;0
15248;18516;2007-05-29;0
15257;23510;2007-06-27;0
15263;26809;2007-07-08;0
15266;22223;2007-07-04;0
15267;24608;2007-04-07;1
15271;19961;2007-06-15;0
15273;20300;2007-04-13;1
15277;21243;2007-05-29;0
15280;27666;2007-05-13;1
15282;28176;2007-06-06;0
15284;20097;2007-06-01;0
15286;25499;2007-05-17;1
15290;22610;2007-04-30;1
15291;28277;2007-05-18;1
15297;24334;2007-06-09;0
15298;25904;2007-06-22;0
15301;21457;2007-07-07;0
15302;19518;2007-04-30;1
15305;26400;2007-05-19;1
15308;24338;2007-04-06;1
15310;25639;2007-05-26;0
15311;23218;2007-05-08;1
15312;19450;2007-06-07;0
15314;18520;2007-06-11;0
15315;25312;2007-04-20;1
15321;20047;2007-07-07;0
15327;27768;2007-05-10;1
15331;20675;2007-06-28;0
15332;23976;2007-06-16;0
15334;20568;2007-05-02;1
15336;18729;2007-06-07;0
15338;21676;2007-06-19;0
15339;22335;2007-04-14;1
15343;20919;2007-05-22;0
15344;19306;2007-05-16;1
15345;28029;2007-07-01;0
15351;28534;2007-04-02;1
15353;22996;2007-04-28;1
15355;20314;2007-06-01;0
15360;21420;2007-05-26;0
15363;22732;2007-04-22;1
15366;27879;2007-06-01;0
15367;19411;2007-04-30;1
15368;22419;2007-05-13;1
15371;24166;2007-05-16;1
15377;25730;2007-06-11;0
15378;21670;2007-04-21;1
15380;21073;2007-06-18;0
15383;24902;2007-04-30;1
15384;24598;2007-04-28;1
15408;21755;2007-05-01;1
15413;22686;2007-06-16;0
15416;19384;2007-04-17;1
