idbestellpositionen;bestellungen_idbestellungen;artikel_idartikel;anzahl
40818;2624;1;1
40822;3224;1;1
40826;9550;1;3
40832;12937;1;1
40835;24144;1;1
40841;7822;5;2
40845;687;1;1
40848;7826;5;3
40851;7828;5;2
40861;7834;4;1
40863;7835;7;2
40865;7836;5;1
40867;7285;1;1
40875;7842;5;3
40876;258;1;1
40877;18663;1;1
40880;7845;7;1
40881;20623;1;3
40887;14125;1;1
40893;12416;1;1
40894;15463;1;3
40896;5867;1;1
40901;583;1;1
40911;15771;1;3
40914;7865;7;1
40915;391;1;2
40916;7866;5;1
40918;17101;1;1
40921;7900;1;2
40925;18999;1;2
40929;7874;4;3
40930;11866;1;1
40934;12866;1;2
40937;7499;1;1
40938;15118;1;1
40941;21246;1;2
40942;7121;1;1
40943;7882;5;2
40946;7884;5;3
40947;21921;1;1
40949;19411;1;2
40951;9030;1;3
40953;7888;4;1
40957;7890;7;3
40961;20860;1;3
40963;7894;5;1
40965;7895;7;2
40969;21228;1;2
40972;5756;1;2
40974;7900;7;3
40975;10835;1;3
40976;9737;1;1
40981;10292;1;1
40985;10080;1;1
40987;7908;4;1
40988;23568;1;1
40989;6812;1;3
40991;7910;7;1
40993;21118;1;1
41000;1947;1;2
41009;9238;1;2
41015;16003;1;1
41019;16479;1;1
41033;7935;7;3
41037;11737;1;3
41039;22039;1;2
41040;11211;1;3
41042;7940;7;1
41043;21625;1;2
41044;540;1;1
41051;14057;1;1
41052;7946;5;2
41055;7948;4;3
41063;8900;1;3
41070;15067;1;2
41075;7960;5;3
41076;7960;7;2
41077;6333;1;1
41078;5728;1;1
41080;2414;1;2
41081;10084;1;1
41084;7965;7;1
41090;22710;1;3
41092;7970;4;2
41093;7970;7;3
41095;19241;1;3
41099;7974;4;2
41100;16572;1;3
41102;9311;1;3
41105;12532;1;2
41106;7978;5;2
41107;2689;1;1
41114;18816;1;3
41116;7984;4;1
41117;2321;1;3
41118;7985;7;2
41119;18383;1;2
41121;10073;1;2
41124;13265;1;1
41128;17487;1;2
41133;7994;4;1
41134;7323;1;2
41136;557;1;1
41145;14759;1;3
41158;10877;1;1
41159;1453;1;2
41160;8010;5;1
41161;8010;7;3
41162;21655;1;3
41163;17858;1;1
41165;21413;1;1
41166;1258;1;3
41168;5333;1;2
41169;8015;7;3
41173;6669;1;1
41183;1186;1;2
41186;8025;7;1
41193;9743;1;1
41200;6121;1;2
41202;18609;1;3
41205;8036;4;1
41210;14666;1;2
41211;8040;4;3
41212;8040;7;1
41213;2523;1;2
41216;10149;1;1
41217;4128;1;3
41221;22621;1;2
41223;22378;1;3
41224;9295;1;3
41226;21011;1;2
41236;8442;1;3
41246;8060;7;3
41247;13955;1;2
41250;15360;1;2
41254;8065;7;2
41260;2914;1;1
41262;8070;4;2
41263;8070;7;3
41264;9590;1;1
41265;12507;1;3
41267;12561;1;2
41268;14295;1;2
41270;20612;1;3
41274;17608;1;3
41275;6382;1;1
41276;8078;5;3
41278;2257;1;2
41283;8082;5;2
41285;15568;1;1
41287;3116;1;1
41289;9549;1;1
41294;10675;1;3
41300;8092;4;3
41301;9417;1;2
41302;5399;1;1
41307;8096;4;2
41309;20119;1;2
41311;13482;1;3
41315;9938;1;1
41318;19332;1;2
41322;8105;7;1
41325;10790;1;3
41329;8529;1;2
41331;8110;7;1
41335;23500;1;3
41336;12783;1;3
41338;8781;1;3
41346;1017;1;1
41352;7762;1;3
41355;843;1;1
41361;8128;4;3
41363;366;1;2
41367;18601;1;3
41374;2979;1;3
41375;8136;5;2
41378;8138;5;3
41379;19041;1;3
41384;5203;1;3
41386;16800;1;3
41392;8146;4;3
41394;7435;1;3
41396;20497;1;3
41399;8150;7;3
41408;7732;1;1
41414;7838;1;2
41419;8162;4;1
41425;17764;1;3
41426;8166;4;3
41429;8168;4;2
41430;10696;1;3
41431;20586;1;3
41434;1019;1;2
41437;19527;1;3
41446;8178;4;2
41448;18359;1;3
41449;8180;5;3
41450;8180;7;1
41451;17629;1;3
41454;12115;1;1
41461;448;1;3
41474;16528;1;2
41478;19548;1;3
41480;8198;5;2
41482;14618;1;3
41486;19857;1;3
41487;8202;4;1
41495;14787;1;1
41499;23893;1;1
41504;8212;4;2
41506;22057;1;2
41507;8214;4;1
41512;10401;1;1
41519;6254;1;2
41524;8224;5;1
41528;8226;5;3
41537;944;1;1
41538;8232;4;2
41544;17288;1;2
41546;5019;1;2
41561;20887;1;2
41562;8246;5;1
41563;18993;1;3
41571;9279;1;2
41574;22808;1;1
41577;8255;7;1
41580;11434;1;1
41587;12141;1;1
41592;8264;4;3
41593;23037;1;1
41594;8265;7;1
41595;21690;1;2
41596;8266;4;2
41600;3165;1;2
41612;2825;1;2
41615;1358;1;2
41617;3719;1;2
41618;13889;1;3
41623;8282;4;1
41624;23670;1;3
41625;3278;1;1
41632;16235;1;2
41633;8288;4;1
41638;8676;1;2
41640;8292;4;1
41642;3444;1;1
41644;20900;1;2
41647;8296;5;1
41648;8482;1;2
41649;10329;1;3
41651;1237;1;1
41654;8300;7;3
41655;22011;1;1
41661;14002;1;3
41665;17020;1;3
41669;12842;1;1
41670;8310;4;3
41671;8310;7;3
41673;14904;1;2
41675;11526;1;2
41676;14048;1;1
41677;8314;5;3
41678;18259;1;3
41679;8315;7;1
41680;7070;1;1
41682;6977;1;3
41683;17905;1;1
41692;1765;1;2
41695;3360;1;2
41701;8328;5;1
41702;21246;1;1
41703;8048;1;3
41706;9231;1;2
41707;17682;1;1
41713;8335;7;3
41720;11384;1;2
41724;20579;1;3
41727;6728;1;1
41729;21725;1;1
41731;6908;1;3
41733;8975;1;1
41734;15105;1;3
41735;8348;5;2
41738;8350;5;2
41739;8350;7;3
41742;8352;5;1
41750;12651;1;3
41754;12015;1;2
41755;8360;5;3
41756;8360;7;1
41761;9638;1;3
41763;4746;1;1
41764;8365;7;3
41766;8366;4;3
41770;14057;1;2
41771;16189;1;2
41774;4716;1;1
41775;3389;1;2
41780;6153;1;2
41796;8384;5;1
41797;21957;1;1
41805;14791;1;1
41810;8392;4;3
41820;8398;4;3
41822;14669;1;1
41825;23445;1;3
41826;12144;1;3
41831;20806;1;2
41832;8405;7;2
41836;1507;1;2
41838;9987;1;2
41839;3431;1;2
41843;3355;1;1
41847;8414;4;3
41851;8416;5;1
41853;24141;1;2
41857;8420;5;3
41858;8420;7;3
41861;8422;5;2
41862;19092;1;3
41863;22746;1;1
41864;8424;4;2
41873;15693;1;2
41877;5444;1;3
41879;19573;1;2
41883;8435;7;2
41889;15803;1;3
41890;9992;1;2
41894;412;1;1
41895;8442;5;1
41896;7633;1;1
41900;8445;7;2
41902;8446;5;3
41903;4314;1;3
41906;16265;1;3
41919;8456;5;3
41921;20399;1;1
41923;5428;1;1
41931;18945;1;3
41933;5717;1;1
41938;14127;1;2
41940;18696;1;1
41941;17456;1;3
41942;8470;4;3
41943;8470;7;3
41944;14991;1;1
41951;8475;7;1
41953;8476;5;2
41957;23500;1;3
41960;8480;7;2
41963;8482;4;2
41964;5989;1;2
41967;4350;1;1
41976;8490;5;1
41977;8490;7;3
41978;13979;1;1
41983;8494;5;1
41986;15619;1;1
41988;7253;1;3
41994;8500;7;2
41995;5066;1;2
41997;8502;4;1
42007;8508;5;1
42008;2199;1;2
42009;22035;1;1
42011;8510;7;2
42012;15852;1;1
42018;3849;1;3
42019;8515;7;2
42023;4810;1;2
42025;6380;1;3
42028;8520;7;2
42029;21281;1;3
42030;22957;1;3
42033;18967;1;3
42036;8525;7;1
42038;8526;4;3
42048;8532;4;2
42049;711;1;2
42050;9583;1;3
42057;20733;1;1
42058;8538;5;3
42059;5435;1;3
42064;14234;1;3
42065;8542;4;2
42069;23411;1;3
42070;8545;7;2
42072;8546;4;2
42075;8548;5;1
42076;18585;1;1
42077;20327;1;2
42079;8550;7;2
42083;1352;1;3
42084;1093;1;2
42095;8560;5;3
42096;8560;7;1
42098;16135;1;3
42105;2635;1;1
42109;8568;5;3
42110;8172;1;2
42111;2716;1;2
42117;16188;1;1
42119;8574;4;3
42120;19782;1;3
42121;8575;7;2
42123;8576;5;1
42125;14380;1;1
42127;14031;1;3
42128;17834;1;2
42131;19466;1;1
42133;8582;5;2
42136;8584;4;3
42137;7452;1;3
42138;8585;7;3
42142;8974;1;3
42151;14742;1;3
42153;8594;4;1
42164;8600;7;1
42166;12010;1;1
42171;21818;1;2
42174;8606;4;3
42176;1315;1;2
42178;22148;1;2
42184;8612;4;2
42186;18496;1;3
42191;8616;4;3
42193;359;1;1
42196;5099;1;1
42197;8620;4;3
42198;8620;7;2
42199;10698;1;1
42202;12904;1;3
42205;17162;1;3
42210;7462;1;1
42216;7679;1;1
42217;15545;1;2
42219;824;1;2
42224;17241;1;1
42227;15070;1;2
42230;23881;1;3
42231;8640;5;1
42232;8640;7;2
42233;3646;1;1
42240;8645;7;1
42241;3462;1;1
42243;18469;1;1
42253;3937;1;2
42263;5674;1;2
42265;8660;5;2
42266;8660;7;1
42267;19171;1;3
42268;20058;1;1
42281;2693;1;2
42283;8670;7;3
42285;6995;1;3
42290;9142;1;2
42291;8675;7;2
42293;8676;5;3
42294;1018;1;1
42297;8976;1;1
42300;8680;7;2
42302;10573;1;2
42304;11330;1;1
42311;11941;1;2
42312;1307;1;3
42320;8692;5;1
42321;6898;1;3
42326;9604;1;3
42335;11621;1;2
42336;8424;1;1
42340;8704;5;1
42341;4001;1;2
42343;16677;1;1
42348;11598;1;1
42352;19640;1;3
42353;2517;1;2
42358;23961;1;2
42359;8715;7;2
42361;8716;4;1
42363;23535;1;2
42369;21524;1;2
42370;17486;1;3
42372;11530;1;1
42376;8725;7;1
42383;10738;1;3
42387;312;1;2
42390;20533;1;2
42393;8735;7;1
42394;19047;1;2
42395;8736;5;3
42397;10296;1;3
42399;15151;1;3
42400;14519;1;2
42403;3354;1;2
42404;6143;1;3
42407;13481;1;1
42409;16671;1;3
42410;8745;7;1
42414;3352;1;1
42417;13202;1;3
42420;17621;1;2
42422;8752;5;2
42423;11090;1;2
42426;6853;1;3
42428;1408;1;2
42429;8756;5;1
42432;8758;5;1
42438;18439;1;2
42441;16413;1;1
42442;8764;5;1
42448;17981;1;1
42450;17140;1;1
42451;7570;1;3
42453;8770;7;2
42454;6543;1;3
42455;8243;1;1
42460;9725;1;1
42463;8776;4;3
42467;13411;1;3
42471;2227;1;1
42472;4278;1;2
42475;12914;1;3
42476;8784;5;1
42477;10031;1;1
42481;13904;1;2
42484;21331;1;3
42486;8790;5;1
42487;8790;7;3
42489;4632;1;2
42494;22762;1;2
42495;8795;7;3
42499;482;1;2
42501;19041;1;3
42503;8800;5;2
42504;8800;7;3
42506;22307;1;1
42508;17982;1;3
42509;6644;1;2
42512;8805;7;3
42513;6810;1;2
42519;4211;1;3
42523;7638;1;2
42525;2649;1;1
42527;8814;5;1
42528;20516;1;1
42532;22304;1;2
42539;17318;1;1
42540;11985;1;3
42542;9282;1;2
42549;5885;1;1
42550;21768;1;2
42551;8828;5;1
42556;13678;1;2
42557;4751;1;2
42565;8836;5;1
42568;8838;5;1
42569;4426;1;2
42572;8840;7;1
42586;9887;1;2
42592;8852;5;2
42593;17292;1;3
42596;10333;1;3
42599;8856;5;3
42607;12370;1;3
42610;13038;1;2
42616;8866;4;3
42618;9212;1;1
42619;8868;4;1
42622;8870;4;3
42623;8870;7;2
42624;22278;1;3
42625;12157;1;1
42626;8872;4;2
42627;1053;1;1
42628;17168;1;1
42630;9701;1;2
42634;17080;1;3
42639;8880;5;1
42640;8880;7;2
42643;8882;4;1
42645;10873;1;1
42649;21597;1;2
42650;8886;5;3
42652;20362;1;3
42655;22376;1;2
42661;14658;1;1
42666;15521;1;1
42668;5387;1;2
42670;8898;5;3
42672;9624;1;2
42673;8900;4;3
42674;8900;7;2
42675;23273;1;2
42678;20406;1;2
42688;6782;1;2
42690;8910;5;2
42691;8910;7;3
42694;8912;5;1
42696;8082;1;3
42711;8922;4;2
42712;15590;1;3
42715;16925;1;1
42716;8925;7;1
42726;9608;1;2
42729;14368;1;2
42733;8935;7;2
42738;8938;5;3
42740;7108;1;2
42741;8940;5;3
42742;8940;7;2
42743;17076;1;1
42747;24002;1;2
42749;23672;1;3
42750;8945;7;1
42753;4893;1;3
42754;6458;1;3
42760;22393;1;1
42764;9743;1;2
42766;9651;1;2
42767;8955;7;2
42768;6789;1;1
42770;9380;1;1
42771;14436;1;3
42773;18699;1;1
42775;8960;5;1
42776;8960;7;3
42779;8962;5;1
42780;20037;1;2
42788;14136;1;1
42790;17283;1;2
42792;8970;5;3
42793;8970;7;1
42795;6342;1;1
42796;8972;4;2
42800;20643;1;2
42801;8975;7;3
42802;6867;1;3
42804;6744;1;3
42807;22355;1;3
42811;14508;1;3
42819;6186;1;3
42821;21249;1;3
42829;14109;1;1
42834;23506;1;3
42835;8995;7;2
42840;8998;5;2
42841;17898;1;1
42846;19657;1;2
42848;14937;1;1
42852;9005;7;2
42856;1858;1;3
42857;9008;4;3
42858;14984;1;3
42860;9010;5;2
42861;9010;7;2
42864;9012;5;1
42866;7325;1;1
42867;9014;4;2
42868;16677;1;3
42874;9018;4;3
42879;4776;1;3
42880;17101;1;3
42882;19332;1;3
42884;9024;5;3
42886;9025;7;2
42891;9028;5;1
42893;11768;1;2
42895;9030;7;2
42900;14338;1;2
42901;9034;4;1
42904;8852;1;3
42905;9036;5;2
42906;12914;1;3
42909;10814;1;2
42910;20277;1;1
42913;2282;1;3
42916;19325;1;3
42920;9045;7;3
42921;8800;1;2
42923;21539;1;2
42926;16268;1;2
42931;2718;1;1
42942;9058;4;1
42944;19021;1;2
42953;14575;1;2
42959;9068;4;2
42960;335;1;1
42964;15114;1;3
42971;9075;7;3
42972;18525;1;3
42977;16616;1;2
42981;3309;1;3
42983;9082;5;1
42984;22278;1;3
42985;20790;1;3
42987;2956;1;1
42998;20647;1;2
43001;17550;1;2
43008;17775;1;2
43015;3576;1;3
43020;9104;4;2
43028;13459;1;3
43031;9110;7;2
43032;14990;1;1
43039;9115;7;1
43040;17836;1;3
43051;9122;5;2
43055;14224;1;1
43056;9125;7;2
43060;16701;1;3
43067;7935;1;3
43080;4522;1;3
43084;11082;1;3
43086;19707;1;2
43089;1480;1;1
43091;7570;1;2
43092;9146;4;2
43093;12178;1;1
43095;9148;5;1
43096;21337;1;1
43097;5494;1;2
43099;9150;7;3
43100;13091;1;1
43103;20641;1;2
43104;16589;1;1
43107;9155;7;3
43110;23052;1;3
43112;9158;4;3
43117;20596;1;1
43139;9174;5;3
43142;16577;1;1
43143;9176;4;1
43148;13778;1;1
43150;9180;7;2
43153;9182;5;2
43154;8600;1;2
43155;4677;1;2
43157;14295;1;3
43158;9185;7;1
43165;6633;1;3
43168;4979;1;3
43170;9192;5;3
43171;22887;1;1
43172;19536;1;2
43173;9194;4;1
43187;9202;4;2
43195;5008;1;3
43196;17735;1;2
43199;24163;1;1
43200;9210;4;2
43201;9210;7;1
43204;9212;5;3
43206;12516;1;3
43208;19394;1;2
43215;20485;1;3
43216;14224;1;3
43217;9220;5;3
43218;9220;7;2
43219;22910;1;3
43222;1663;1;1
43227;13828;1;1
43229;21941;1;3
43232;1289;1;3
43236;9435;1;2
43240;9282;1;2
43241;9234;4;2
43242;14886;1;1
43248;9238;5;3
43249;22604;1;3
43250;23962;1;1
43253;7917;1;2
43256;5816;1;3
43260;9245;7;3
43262;9246;4;1
43263;8620;1;3
43274;15172;1;3
43280;2559;1;1
43283;15282;1;2
43284;7739;1;3
43287;17016;1;1
43293;696;1;1
43295;17083;1;1
43297;19656;1;3
43304;16132;1;1
43306;9272;5;2
43307;10981;1;1
43311;9275;7;1
43312;11331;1;1
43313;9276;5;2
43314;4693;1;2
43322;9960;1;1
43324;3747;1;3
43327;19388;1;1
43329;7461;1;2
43335;18934;1;1
43338;4081;1;3
43345;9295;7;2
43348;20025;1;1
43349;2329;1;3
43350;9298;4;2
43351;9249;1;1
43352;7411;1;3
43356;6433;1;3
43357;9302;4;3
43358;9293;1;3
43359;13812;1;2
43362;9305;7;2
43369;13793;1;1
43372;15943;1;3
43375;23373;1;2
43376;24107;1;2
43380;2639;1;1
43381;9316;5;2
43387;9320;5;1
43388;9320;7;2
43392;4577;1;2
43393;13505;1;2
43395;21460;1;2
43397;1453;1;1
43399;8767;1;2
43401;9328;4;3
43423;20957;1;1
43428;9344;4;2
43430;9345;7;1
43431;23513;1;1
43432;9346;5;1
43436;15906;1;3
43437;5501;1;3
43438;9350;4;3
43439;9350;7;1
43441;20354;1;2
43444;21646;1;3
43449;9356;4;1
43450;22792;1;2
43451;9876;1;1
43453;2688;1;2
43456;9360;7;1
43457;10175;1;3
43459;9362;5;2
43460;23922;1;1
43467;2421;1;2
43470;248;1;1
43471;3203;1;3
43475;4153;1;2
43477;11205;1;1
43480;9973;1;3
43481;9375;7;2
43482;7514;1;2
43486;9378;4;1
43487;11745;1;2
43488;22469;1;1
43490;9380;7;2
43491;18188;1;1
43493;9382;4;1
43494;3844;1;2
43498;9385;7;1
43502;18837;1;3
43506;9390;5;1
43507;9390;7;3
43512;18816;1;2
43515;9395;7;3
43516;14616;1;2
43518;20104;1;2
43519;3044;1;3
43526;11043;1;1
43531;12343;1;2
43532;9405;7;2
43535;10671;1;3
43538;7792;1;2
43545;16193;1;3
43546;14696;1;1
43547;9414;5;1
43549;9415;7;3
43551;9416;4;1
43552;19004;1;2
43553;2019;1;1
43561;9422;5;1
43565;10282;1;1
43566;9425;7;2
43568;9426;5;2
43573;13658;1;1
43575;9430;7;3
43579;14087;1;2
43580;5594;1;2
43582;13389;1;1
43583;9435;7;3
43586;12082;1;2
43590;4208;1;1
43595;9442;4;1
43596;9812;1;1
43597;20060;1;3
43601;6185;1;3
43608;9450;5;1
43609;9450;7;2
43611;19026;1;1
43616;17896;1;1
43626;9460;7;2
43628;14228;1;1
43631;13242;1;2
43634;9465;7;2
43635;5442;1;2
43639;9468;5;3
43644;20185;1;1
43645;22637;1;2
43650;19241;1;3
43652;387;1;1
43657;12348;1;1
43661;12936;1;1
43664;21276;1;2
43665;19999;1;3
43666;9484;5;3
43674;19254;1;3
43675;12635;1;2
43678;14127;1;1
43689;13745;1;2
43692;13403;1;1
43702;9505;7;3
43709;16060;1;1
43710;9510;4;3
43711;9510;7;1
43713;16615;1;2
43718;11056;1;2
43719;9515;7;1
43724;9518;5;3
43725;15383;1;3
43732;8847;1;1
43733;13704;1;2
43734;9524;4;2
43735;7354;1;2
43736;9525;7;3
43739;23289;1;1
43742;4890;1;1
43749;23351;1;1
43752;5402;1;2
43753;9535;7;1
43759;14742;1;3
43764;6219;1;1
43776;3775;1;3
43779;9550;7;2
43789;9556;5;3
43791;8387;1;1
43800;8879;1;1
43804;9565;7;1
43805;22274;1;2
43806;9566;4;1
43808;2259;1;1
43810;11886;1;2
43813;9570;7;2
43818;17342;1;3
43823;9576;4;3
43827;12659;1;3
43828;22049;1;3
43837;20586;1;2
43842;1936;1;1
43845;13559;1;3
43847;9590;7;3
43848;21243;1;1
43849;8221;1;3
43850;9592;5;3
43852;6893;1;1
43857;9596;4;2
43859;10387;1;1
43860;9598;5;3
43862;23034;1;3
43866;6661;1;3
43867;9602;5;2
43868;7474;1;3
43870;9604;5;2
43871;8560;1;2
43878;8838;1;1
43880;9610;5;3
43881;9610;7;1
43891;9616;4;2
43896;7330;1;2
43900;7956;1;1
43901;9622;4;1
43902;16188;1;1
43903;8781;1;1
43904;9624;4;2
43912;646;1;3
43920;2836;1;1
43922;549;1;3
43926;21745;1;2
43927;18558;1;1
43929;11502;1;2
43937;17322;1;2
43940;9645;7;2
43943;13246;1;2
43948;9650;4;1
43949;9650;7;2
43950;4268;1;3
43955;9654;5;3
43958;3010;1;1
43960;7004;1;2
43965;9660;4;3
43966;9660;7;3
43967;17383;1;1
43969;9662;5;3
43971;1459;1;2
43973;1354;1;1
43980;10447;1;3
43981;13867;1;2
43982;9670;5;1
43983;9670;7;1
43985;21206;1;1
43992;11965;1;1
43994;18838;1;3
43995;16029;1;1
44001;1571;1;2
44003;9682;4;2
44005;12003;1;2
44009;16504;1;1
44014;6578;1;3
44015;2407;1;2
44017;9690;7;3
44019;6902;1;2
44020;9692;4;3
44021;1832;1;2
44024;10448;1;1
44025;9695;7;3
44029;244;1;3
44030;9698;5;2
44032;19512;1;3
44036;9873;1;3
44039;12607;1;2
44041;23408;1;1
44045;5351;1;2
44048;16852;1;3
44049;5197;1;3
44051;9710;7;2
44052;17302;1;1
44054;9712;5;1
44055;22294;1;1
44058;15980;1;1
44059;9715;7;3
44060;3593;1;3
44062;8938;1;2
44066;23014;1;3
44067;9720;4;2
44068;9720;7;1
44069;12290;1;1
44070;1978;1;1
44072;23223;1;2
44074;9724;4;1
44076;9725;7;1
44078;9726;4;3
44079;19563;1;2
44084;9730;5;1
44085;9730;7;2
44091;9734;4;3
44094;8716;1;2
44095;9736;4;2
44097;23243;1;3
44098;9738;4;3
44104;19309;1;3
44106;20529;1;2
44107;6497;1;1
44109;18878;1;1
44125;9754;5;1
44127;9755;7;1
44134;16090;1;1
44140;10720;1;3
44141;4567;1;1
44142;9764;4;1
44145;18587;1;1
44147;21379;1;2
44150;18901;1;1
44157;10941;1;1
44160;6086;1;3
44162;5199;1;1
44167;10823;1;3
44169;9780;4;2
44170;9780;7;1
44172;6539;1;2
44178;9785;7;3
44183;9788;5;1
44185;20910;1;2
44194;19922;1;3
44198;10581;1;1
44199;13846;1;2
44200;9798;4;1
44201;5402;1;3
44205;13505;1;3
44212;9805;7;2
44215;21762;1;1
44218;5447;1;2
44219;23134;1;3
44222;17430;1;3
44223;17469;1;3
44224;9812;5;1
44225;10375;1;1
44226;17557;1;1
44231;9816;5;2
44233;20334;1;3
44236;4494;1;1
44240;8736;1;2
44243;23086;1;3
44244;9824;5;2
44246;9825;7;3
44251;9828;4;1
44252;6498;1;3
44256;24085;1;2
44263;9835;7;1
44267;19096;1;1
44277;6602;1;2
44280;9845;7;1
44283;7956;1;2
44284;9877;1;2
44293;23894;1;3
44295;9854;5;1
44297;9855;7;1
44303;19459;1;2
44304;6875;1;2
44305;9860;5;3
44306;9860;7;2
44314;9865;7;2
44317;17741;1;2
44320;16176;1;2
44326;9872;5;3
44327;12631;1;3
44330;4788;1;1
44333;9876;4;2
44335;10701;1;2
44343;9882;5;3
44345;460;1;1
44346;9884;4;3
44352;7033;1;2
44354;20321;1;2
44356;9890;4;2
44357;9890;7;1
44358;6920;1;2
44362;14510;1;3
44366;12910;1;2
44370;9898;4;3
44375;15290;1;3
44377;9902;4;2
44380;9904;5;1
44383;11292;1;3
44385;17247;1;2
44390;9910;5;3
44391;9910;7;3
44392;12594;1;2
44393;258;1;2
44396;4199;1;3
44398;16839;1;1
44405;11634;1;3
44411;9922;4;1
44412;21986;1;1
44418;9926;4;1
44419;4476;1;2
44422;20782;1;2
44423;6806;1;3
44424;9930;5;3
44425;9930;7;1
44427;15606;1;3
44428;9932;4;1
44445;9942;4;1
44457;22702;1;1
44458;9950;5;3
44459;9950;7;2
44471;13105;1;2
44472;9958;4;1
44474;11631;1;2
44475;9960;4;1
44476;9960;7;1
44480;21778;1;1
44481;2044;1;1
44483;16001;1;2
44484;9965;7;3
44487;12872;1;2
44491;17977;1;2
44496;9972;5;2
44498;3066;1;1
44505;2462;1;1
44506;9978;5;3
44512;19828;1;2
44516;9984;4;1
44517;17713;1;1
44520;9986;5;3
44524;11889;1;1
44526;9990;5;2
44527;9990;7;2
44530;9992;5;1
44531;5219;1;1
44532;15146;1;3
44538;24036;1;2
44541;15511;1;1
44542;23422;1;2
44545;12318;1;3
44546;6929;1;3
44547;10002;4;1
44552;10005;7;1
44553;10275;1;2
44555;12248;1;3
44556;15725;1;3
44562;23680;1;2
44563;19496;1;2
44565;2538;1;1
44573;7808;1;2
44574;10018;5;3
44577;10020;5;1
44578;10020;7;3
44579;19049;1;2
44580;20029;1;1
44585;10093;1;1
44588;10026;5;2
44593;6569;1;2
44596;16824;1;3
44599;18330;1;1
44602;11189;1;3
44611;10040;4;1
44612;10040;7;1
44613;13415;1;2
44619;13129;1;2
44625;10048;4;3
44626;18430;1;3
44628;10050;4;3
44629;10050;7;1
44631;3389;1;1
44633;14085;1;3
44641;19818;1;2
44644;12935;1;1
44650;3720;1;3
44652;10064;4;3
44656;10066;4;3
44657;12976;1;2
44659;10068;4;1
44664;16905;1;1
44665;15577;1;2
44669;10074;4;1
44670;11866;1;1
44673;10076;4;2
44676;10078;4;1
44679;10080;4;1
44680;10080;7;2
44682;9110;1;1
44683;10082;4;3
44684;23558;1;3
44689;6002;1;3
44698;11269;1;2
44699;9565;1;2
44701;12223;1;1
44702;18502;1;3
44703;10094;4;3
44704;18731;1;3
44713;10100;5;1
44714;10100;7;3
44715;8177;1;2
44717;10102;4;3
44719;405;1;2
44720;10104;4;2
44723;6302;1;2
44728;16480;1;2
44729;21483;1;3
44733;11728;1;2
44735;10427;1;1
44736;2076;1;3
44739;10115;7;1
44745;13081;1;1
44748;10120;7;3
44750;12377;1;3
44752;21339;1;1
44754;10124;5;1
44755;8840;1;3
44756;10125;7;1
44760;10537;1;2
44762;16572;1;2
44763;13861;1;3
44765;10130;7;3
44770;23546;1;2
44772;7618;1;1
44774;14552;1;3
44780;8601;1;3
44782;10140;7;1
44783;18310;1;3
44785;10142;4;2
44787;6977;1;1
44789;8016;1;2
44791;22968;1;3
44802;10152;4;3
44807;10155;7;1
44808;9611;1;1
44811;17676;1;2
44815;10160;4;2
44816;10160;7;3
44820;12698;1;3
44821;11204;1;1
44824;10165;7;1
44839;10174;4;3
44840;11390;1;2
44841;10175;7;1
44842;2001;1;1
44847;9454;1;3
44850;10180;7;2
44851;17051;1;3
44852;1078;1;1
44853;10182;4;2
44858;10185;7;3
44859;10739;1;2
44861;3352;1;2
44863;10188;5;3
44869;22949;1;2
44870;10192;4;2
44874;3531;1;3
44877;10196;4;1
44881;19095;1;2
44890;10204;4;1
44893;6186;1;1
44894;10206;4;1
44902;11384;1;2
44908;11330;1;2
44909;10215;7;3
44910;9465;1;2
44915;14283;1;2
44920;6279;1;2
44922;12286;1;2
44923;2119;1;3
44925;1668;1;2
44928;10226;4;2
44936;16397;1;3
44937;14977;1;3
44944;7692;1;2
44945;10236;5;2
44947;19070;1;3
44958;10244;5;1
44960;10245;7;1
44961;12154;1;3
44962;10246;4;3
44964;16424;1;1
44966;19472;1;2
44967;20378;1;3
44971;23654;1;3
44973;9177;1;2
44974;5670;1;3
44975;10254;4;3
44977;10255;7;1
44978;16535;1;2
44981;5043;1;3
44984;11759;1;3
44987;12204;1;2
44991;5199;1;2
44993;5087;1;1
44998;5093;1;1
45000;3531;1;2
45001;20151;1;1
45002;10270;5;1
45003;10270;7;3
45008;18464;1;3
45011;10275;7;2
45018;12610;1;1
45027;3360;1;2
45031;3182;1;3
45039;19947;1;3
45046;7598;1;1
45047;10296;4;1
45051;18188;1;3
45055;1634;1;1
45058;3883;1;3
45062;10305;7;3
45069;11762;1;3
45077;10314;4;3
45078;20584;1;1
45080;12682;1;2
45083;4225;1;1
45084;10318;4;1
45087;10320;5;3
45088;10320;7;2
45089;17184;1;2
45092;18540;1;2
45093;11870;1;3
45096;10325;7;3
45109;15727;1;3
45113;10335;7;1
45114;6722;1;1
45116;15749;1;1
45119;4025;1;3
45126;1705;1;3
45131;13456;1;2
45134;2624;1;2
45137;10573;1;2
45138;10350;4;2
45139;10350;7;2
45140;23925;1;2
45144;2578;1;1
45146;23001;1;1
45151;17903;1;3
45154;4834;1;3
45157;17625;1;1
45160;8172;1;1
45161;21842;1;3
45166;10366;4;1
45168;5160;1;2
45169;10368;5;2
45181;10375;7;1
45182;20807;1;3
45183;10376;4;2
45186;10378;5;2
45187;24171;1;3
45191;2930;1;1
